"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6DDIJQCJ","book","2020","周文翰著.; 周文翰.","不止美食: 餐桌上的文化史 = More than cooking","","978-7-100-18045-0","","","","本书借由作者在世界各地漫游之后对不同地域的历史文化,生活方式与饮食相融合的观察与记录,揭示了食物的历史就是人类赋予吃喝行为意义的历史,是文明的微观历史","2020","2025-04-21 01:45:57","2025-04-21 01:45:57","","","","","","","","不止美食","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1243207211","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE39F92K","book","2020","江弱水 著.; 江弱水, author","指花扯蕊: 诗词品鉴录","","978-7-100-18254-6","","","","","2020","2025-04-21 01:46:09","2025-04-21 01:46:09","","","","","","","","指花扯蕊","","","","","商务印书馆","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1205588186","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGQJR8KV","book","2020","[法]阿蒂尔·兰波著 ; 何家炜译.; Rimbaud, Arthur","灵光集: 兰波诗歌集注 = Les Illuminations Arthur Rimbaud","","978-7-100-18358-1","","","","","2020","2025-04-21 01:46:20","2025-04-21 01:46:20","","","","","","","","灵光集","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1380345291","","","","","","","","何家炜","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E33G7G2F","book","2021","(美)加文·利维(Gavin Levy)著;刘阳译; 利维 (Levy, Gavin); 刘阳","275个戏剧游戏: 关联 = 275 acting games: connected / 下","","978-7-100-18569-1","","","","本书包含275个表演练习,活动和游戏,覆盖了表演训练的各个阶段.作者根据自己二十多年的戏剧实践和行业经验,详细说明每个游戏的使用方法和目的,以及与影视产业的关联,旨在通过具体的游戏情境全方位训练演员,开发学生的各种潜能.本册为下册","2021","2025-04-21 01:46:32","2025-04-21 01:46:32","","","","","","","","275个戏剧游戏","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1343565497","","","","","","","","","刘阳","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUCEFZXK","book","2022","(美)埃里克·格雷戈里(Eric Gregory)著;李晋,马丽译.; 格雷戈里 (Gregory, Eric); 李晋; 马丽","政治与爱的秩序: 一种奥古斯丁主义的民主公民伦理 = Politics and the order of love","","978-7-100-20055-4","","","","本书作者分别以神学,女性主义和政治哲学为切入点,提出了对奥古斯丁主义思想,自由主义公民伦理的全新解读.通过分析以莱茵霍尔德·尼布尔为代表的现实主义,以约翰·罗尔斯为代表的程序主义和以小马丁·路德·金为代表的公民自由主义这三种不同类型的奥古斯丁主义及其与如何构想和施行政治间的相互作用,重构了奥古斯丁式自由主义","2022","2025-04-21 01:46:44","2025-04-21 01:46:44","","","","","","","","政治与爱的秩序","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1336388264","","","","","","","","","李晋; 马丽","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHY6U7JF","book","2022","(英)威廉·扬·达泠著;王强译.; 达泠 (1885-1962); 王强","破产书商札记 = The private papers of a bankrupt bookseller","","978-7-100-20809-3","","","","本书主人公是个书商,他不修边幅,病怏怏的,是个无聊人物,不过聊起书来滔滔不绝的劲头可不比任何人逊色.通过轻松,诙谐又充满调侃的口吻和语气,作者创造了破产书商这样一个有趣和可爱的人物.作者常常借主角之口,由一个具体的话题转移到谈论一般的书籍,比如在橱窗里发现了几只蜘蛛,就能联想到蒲柏的诗句""它沿每一根线活着"",显示出对图书的广泛涉猎和熟知.而这样一个爱书之人,最后竟以破产自杀告终,读来不仅令人唏嘘,更能以此为契机,深入思考生命的价值与意义","2022","2025-04-21 01:46:56","2025-04-21 01:46:56","","","","","","","","","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1375138156","","","","","","","","","王强","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HT6G32K","book","2023","(美)唐娜·J. 德鲁克著;小庄译.; 德鲁克 (Drucker, Donna J.); 小庄","避孕简史 = Contraception: a concise history","","978-7-100-22076-7","","","","本书追溯了现代避孕技术的发展及其对女性生活的深刻影响,通过回顾避孕技术的历史,剖析了避孕与社会文化,权力关系的复杂关联,进而指出避孕技术的研发及使用是衡量一个社会是否重视个人自主权利的外在标准,并且构想了避孕及养育的未来","2023","2025-04-21 01:46:58","2025-04-21 01:46:58","","","","","","","","避孕简史 = Contraception","","","","","商务印书馆","Beijing","chi","","","","","Open WorldCat","","OCLC: 1408708532","","","","","","","","","小庄","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRN9EXUQ","book","2009","(清) 王夫之著.; 王夫之, 1619-1692","思問錄, 俟解, 黃書, 噩夢","","978-7-101-06628-9","","","","思问录内篇, 外篇各一卷, 俟解一卷, 是王夫之的两部哲学著作. 据他自称, 生平受宋潮一的影响最深, 着有张子正蒙注, 对于张载的哲学思想, 加以正确和详尽的阐发, 我们已另为印行. 据潘宗洛所作的船山先生传说, 思问录内, 外篇的着成在正蒙注之前, 与正蒙注互相发明. 俟解的着成, 照题辞所记的年份是二八八四年 (清康熙二三年, 甲子), 在他逝世前八年","2009","2025-04-21 01:46:59","2025-04-21 01:46:59","","","","","","","","","","","","","中華書局","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 465096980","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRHG9CTI","book","2012","文震亨著 ; 李瑞豪编著.; 文震亨, 1585-1645; 李瑞豪.","长物志","","978-7-101-08682-9","","","","","2012","2025-04-21 01:47:11","2025-04-21 01:47:11","","","","","","","","","","","","","中华书局","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 826365884","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9ARRBIQ","book","2017","刘一达著 ; 李滨声绘图.; 刘一达, 1954- author; 李滨声","北京话","","978-7-101-12157-5","","","","作者是生于斯长于斯的地地道道的北京人, 对北京话自然是深入骨髓的热爱.正因为如此, 才成为颇具盛名的京味儿作家.作者一直想对北京话做一个全面的梳理, 因此长期留意搜集北京话素材.可以说, 这本书是作者四十多年搜集北京话的积累.本书以随笔的形式, 论述了北京话的探源, 发展以及北京话的特点, 应用等.尤其值得一提的是, 作者秉承着老舍先生提出的'北京话是活的'这个理念, 对于一些'新北京话'也予以关注","2017","2025-04-21 01:47:23","2025-04-21 01:47:23","","","","","","","","","","","","","中华书局","Beijing","chi","","","","","Open WorldCat","","OCLC: 984741549","","","","","","","","","李滨声","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94DGX2J8","book","2017","张仲裁译注.; 张仲裁 (Writer on Chinese fiction criticism), author; 段成式","酉阳杂俎","","978-7-101-12455-2","","","","","2017","2025-04-21 01:47:35","2025-04-21 01:47:35","","","","","","","","","","","","","中華書局","Beijing","chi","","","","","Open WorldCat","","OCLC: 1025389530","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MC9CM2WU","book","2017","苏枕书著.; 苏枕书, author","京都如晤","","","","","","","2017","2025-04-21 01:47:47","2025-04-21 01:47:47","","","","","","","","","","","","","中华书局","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1078897727","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQQNTSB3","book","2018","扬之水著.; 扬之水, 1954- author","物色: 金瓶梅读「物」记","","978-7-101-13056-0","","","","","2018","2025-04-21 01:47:58","2025-04-21 01:47:58","","","","","","","","物色","","","","","中华书局","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1043672337","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTP7W3SC","book","2018","Li, Jianguo","Song dai zhi guai chuan qi xu lu","","978-7-101-13351-6","","","","","2018","2025-04-21 01:48:09","2025-04-21 01:48:09","","","11","","","","","","","","","","Zhong hua shu ju","Bei jing shi","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Zeng ding ben","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5TS6QG2Z","book","2019","Zhenshu, Su","Yuhuayizhi: Notes on Studying in Kyoto (Abridged Edition)","","978-7-101-13974-7","","","","","2019","2025-04-21 01:48:21","2025-04-21 01:48:21","","","","","","","","Yuhuayizhi","","","","","Zhonghua Book Company","","eng","","","","","Open WorldCat","","OCLC: 1147824149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8LCIVY6","book","2022","夏緯瑛著 ; 夏經林增編.; 夏緯瑛, author","植物名釋札記","","978-7-101-15811-3","","","","","2022","2025-04-21 01:48:33","2025-04-21 01:48:33","","","","","","","","","","","","","中华书局","Beijing","chi","","","","","Open WorldCat","","OCLC: 1430779896","","","","","","夏經林","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7BBUNMC","book","2015","Wu, Hung; liu yang; cen he","wu liang ci","","978-7-108-05028-1","","","","","2015","2025-04-21 01:48:45","2025-04-21 01:48:45","","","4","","","","","","kai fang de yi shu shi cong shu","","","","","bei jing","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29W9S333","book","2015","Bei dao","Lü li: shi xuan 1972-1988","","978-7-108-05259-9","","","","""履历 : 诗选1972-1988""是由北岛编著的, ""履历 : 诗选1972-1988""内容包括了你好, 百花山, 五色花, 真的, 笑雪花星星, 日子, 阳城札记, 回答, 一切, 回忆, 一束, 岛, 崖, 黄昏 : 丁家滩等. 写作的人是孤独的. 写作与孤独, 子或许成为主人写作在召唤, 有时沉默, 有时叫喊, 往往没有回声. 远行与回归, 而回归的路更长","2015","2025-04-21 01:48:46","2025-04-21 01:48:46","","","","","","","","Lü li","Beidao ji","","","","Sheng huo, du shu, xin zhi san lian shu dian","Beijing Shi","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8S5H5B8R","book","2016","巫鸿著 ; 梅玫, 肖铁, 施杰等译.; 巫鸿, 1945- author","时空中的美术: 巫鸿中国美术史文编. 二集 = Art in space and time : essays on ancient Chinese art","","978-7-108-05297-1","","","","","2016","2025-04-21 01:48:47","2025-04-21 01:48:47","","","","","","","","时空中的美术","","","","","生活 · 读书 · 新知三联书店","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 988356166","","","","","","","","梅玫; 肖铁; 施杰","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASDY59QR","book","2022","[美] 巫鸿 著 ; 施杰 译.; 巫鸿, 1945- author","黄泉下的美术: 宏观中国古代墓葬 = The art of the Yellow Springs : understanding Chinese tombs","","978-7-108-05298-8","","","","","2022","2025-04-21 01:48:59","2025-04-21 01:48:59","","","","","","","","黄泉下的美术","","","","","生活, 读书, 新知三联书店","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 941055846","","","","","","","","施杰","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCTFBZCN","book","2016","(美) 巫鸿著.; 巫鸿, 1945- author","美术史十议 = Ten essays on art history","","978-7-108-05299-5","","","","Ben shu suo shou de shi wu hong zai 2006-2007 liang nian zhong wei "" du shu "" za zhi "" mei shu zong heng "" zhuan lan suo zhuan xie de shi pian wen zhang. zhe ge zhuan lan de mu de shi xi wang neng gou cheng wei yi ge "" zong heng chi cheng, wei yi suo zhi "" de ling yu. mei pian duan wen de zhu ti huo gu huo jin, huo jin huo yuan, huo hong guan huo wei guan, cong duo zhong shi jiao yin chu dui mei shu shi de fan si he xiang xiang","2016","2025-04-21 01:49:11","2025-04-21 01:49:11","","","","","","","","","","","","","生活·读书·新知三联书店","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 907711869","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VU2H2MMW","book","2020","王世襄[著].; 王世襄, 1914-2009","锦灰堆选本","","978-7-108-06730-2","","","","本书分为""谈古论艺""""忆往说趣""两编。上编""谈古论艺""涵盖家具、漆器、竹刻、铜炉、书画等门类,集考证、审美、分析、评价于一炉,既分享王世襄先生关于文物研究的丰厚知识,也让读者领略这位大学问家的情怀和乐趣。下编""忆往说趣""则主要是散文回忆,集中于与前辈文化人、匠师手艺人的渊源和交游,以及他所挚爱的游艺和饮撰","2020","2025-04-21 01:49:22","2025-04-21 01:49:22","","","","","","","","","","","","","生活·读书·新知三联书店","Beijing","chi","","","","","Open WorldCat","","OCLC: 1451792697","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VS5LNJM8","book","2020","Wang Shixiang[著]; 王世襄 (1914-2009)","自珍集: 俪松居长物志 = Self-cherished treasures of Twin-pine studio","","978-7-108-06732-6","","","","本书分为古琴,铜炉,雕刻,漆器,竹刻,书画,图书,家具,诸艺,玩具十类,并有附录""漫话铜炉""""五十年前书画像""等","2020","2025-04-21 01:49:24","2025-04-21 01:49:24","","","","","","","","自珍集","","","","","生活·读书·新知三联书店","Beijing","chi","","","","","Open WorldCat","","OCLC: 1343565941","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZSZRNX5","book","2022","[美] 艾恺 (Guy S. Alitto) 著; Alitto, Guy","持续焦虑 世界范围内的反现代化思潮 = Anti-modernization intellectual currents in world-wide perspective: on cultural conservatism","","978-7-108-06825-5","","","","","2022","2025-04-21 01:49:25","2025-04-21 01:49:25","","","","","","","","持续焦虑 世界范围内的反现代化思潮 = Anti-modernization intellectual currents in world-wide perspective","","","","","生活·讀書·新知三联书店","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1349885067","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H68JACPI","book","2022","Tang, Hongfeng","Tou ming: Zhong guo shi jue xian dai xing (1872-1911)","","978-7-108-07152-1","","","","","2022","2025-04-21 01:49:36","2025-04-21 01:49:36","","","10","","","","","Tou ming","","","","","Sheng huo du shu xin zhi san lian shu dian","Bei jing","chi","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Bei jing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T98K2JV7","book","2022","马陈兵 著.; 马陈兵, author","潮汕往事・潮汕浪话","","978-7-108-07175-0","","","","本书包括《潮汕往事》和《潮汕浪话》二部分，前者乃作者在潮汕成长生活经历的自传体散文，后者围绕以“浪话”为代表的一系列潮汕方言流行词挖掘、生发一个个陌生而鲜活的“潮汕故事”，两个文本形成个人史与社会史的微观映照，凸现一个充满生命温度与文学肌理、文化积淀与灼热诗意的“浮地”潮汕","2022","2025-04-21 01:49:48","2025-04-21 01:49:48","","","","","","","","","","","","","生活・读书・新知三联书店","Beijing Shi","chi","","","","","Open WorldCat","","OCLC: 1348132259","","","","","","","","","","","","","","","","","","","","","","","","","Beijing di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBQZEI8A","book","2021","(美) 巫鸿著 ; 施杰译.; 巫鸿, 1945- author","黄泉下的美术: 宏观中国古代墓葬 = The art of the Yellow Springs : understanding Chinese tombs","","978-7-108-07253-5","","","","本书的目的不是根据年代顺序呈现出中国慕葬艺术的发展史,也不是要对目前中国版图内不同历史时期的墓葬类型以及地域性丧葬实践进行全面综述,而是描述和分析不同时代和地区的许多个案","2021","2025-04-21 01:50:00","2025-04-21 01:50:00","","","","","","","","黄泉下的美术","","","","","生活·读书·新知三联书店","Beijing","chi","","","","","Open WorldCat","","OCLC: 1287231495","","","","","","","","施杰","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVFRT6AP","book","2022","(英)蒂莫西·米切尔著 ; 张一哲译.; (英) 米切尔 (1955-); 张一哲.","再造国家 埃及在19世纪","","978-7-108-07372-3","","","","本书用海德格尔、福柯和德里达等人的学说,从军队重组、乡村建设、城市规划和学校教育等殖民工程入手,呈现了殖民权力渗透埃及社会的内在过程和逻辑,又通过对阿拉伯语读写特点的分析,揭示出语言、意义、权力和秩序的复杂纠葛","2022","2025-04-21 01:50:12","2025-04-21 01:50:12","","","","","","","","","","","","","生活·读书·新知三联书店","Beijing","chi","","","","","Open WorldCat","","OCLC: 1451790386","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HT5ZAKJ","book","2022","(日)野口悠纪雄著 ; 郭超敏译 = 平成はなぜ失敗したのか : 「失われた30年」の分析 / Noguchi Yukio; Noguchi, Yukio","失去的三十年: 平成日本经济史","","978-7-111-69815-9","","","","","2022","2025-04-21 01:50:24","2025-04-21 01:50:24","","","","","","","","失去的三十年","","","","","机械工业出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1345457305","","","","","","","","郭超敏","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SX2WV27M","book","2020","[日] 冈岛二人 著 ; 张舟 译.; 岡嵨二人, author","克莱因壶 = Klein bottle","","978-7-122-34603-2","","","","","2020","2025-04-21 01:50:28","2025-04-21 01:50:28","","","","","","","","","","","","","化学工业出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1373319362","","","","","","","","张舟","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PZUN6MJU","book","2021","(日)冈岛二人著 ; 穆迪译.; (日) 冈岛二人, (Okajima, Futari); 穆迪.","99%诱拐 ; 99% you guai","","978-7-122-37677-0","","","","","2021","2025-04-21 01:50:39","2025-04-21 01:50:39","","","","","","","","","","","","","化学工业出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1453885213","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YR35DK3A","book","2019","(日) 加藤周一著 ; 翁家慧译.; 加藤周一.; 翁家慧.","羊之歌: 我的回想","","978-7-200-15008-7","","","","","2019","2025-04-21 01:50:51","2025-04-21 01:50:51","","","","","","","","羊之歌","","","","","北京出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1140795589","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBEQX9SV","book","2021","张献著.; 张献, 1955- author","屋里的猫头鹰: 张献戏剧集 = Owls in the house","","978-7-200-16424-4","","","","","2021","2025-04-21 01:51:03","2025-04-21 01:51:03","","","","","","","","屋里的猫头鹰","","","","","北京出版社","Beijing","chi","","","","","Open WorldCat","","OCLC: 1265082709","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VW7EQC62","book","2015","(德)瓦尔特. 本雅明著 ; 志晶译.; 本雅明.; Be, Njamin; 志晶.","柏林童年","","978-7-201-09935-4","","","","","2015","2025-04-21 01:51:04","2025-04-21 01:51:04","","","","","","","","","","","","","天津人民出版社","Tianjin","chi","","","","","Open WorldCat","","OCLC: 1029236853","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRHZSTBY","book","2018","夢野久作著 ; 刘剑译.; 夢野久作, 1889-1936, author","脑髓地狱","","978-7-201-13818-3","","","","Ben shu jiang shu le 1926 nian 11 yue 20 ri, zhu yuan zai jiu zhou di guo da xue jing shen bing ke de di qi hao bing fang lou de qing nian, tu ran sui zhe bing fang zhong de gua zhong de "" di da di da "" sheng hui fu le yi shi. bu guo, ta zi ji de xing ming he jing li guo de yi qie dou hui xiang bu qi lai le","2018","2025-04-21 01:51:06","2025-04-21 01:51:06","","","","","","","","","","","","","天津人民出版社","Tianjin","chi","","","","","Open WorldCat","","OCLC: 1105550165","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J996IKQ4","book","2018","(日)石川啄木.; CNPeReading","石川啄木短歌","","978-7-201-14117-6","","","","石川啄木的短歌对日常生活, 四季变化, 政治局势, 亲友孩童均有独特的描写, 并以细腻敏感的思绪对生活中的得到和丧失做出记录. 作为年少病逝, 在文坛短暂一现的诗人, 石川啄木的诗歌无论是创作水平, 还是对生命超出时代的体悟, 都展现着无可替代的价值. 本书比起市面大多数石川啄木诗歌集, 果麦版本独特地采用中日对照版, 使用经典周作人译本, 以最朴实, 遵从事实的翻译还原石川啄木敏感而悲悯的灵魂以及卓越的文学才华","2018","2025-04-21 01:51:07","2025-04-21 01:51:07","","","","","","","","","","","","","天津人民出版社","Tianjin","chi","","","","","Open WorldCat","","OCLC: 1154560277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D34FNYRX","book","2020","Bei ming yu","Chang an ke","","978-7-201-15398-8","","","","","2020","2025-04-21 01:51:18","2025-04-21 01:51:18","","","","","","","","","Guo mai","","","","Tianjin ren min chu ban she","Tian jin","chi","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZ8FVQKD","book","2020","(英)罗伯特·戴博德(Robert de Board)著;陈赢译.; 戴博德 (De Board, Roert); 陈赢","蛤蟆先生去看心理医生 = Counselling for toads: a psychological adventure","","978-7-201-16169-3","","","","本书讲述了:蛤蟆先生一向爱笑爱闹,如今却一反常态地郁郁寡欢,他一个人躲在屋里,连起床梳洗的力气都没有.朋友们非常担心他,建议他去做心理咨询.在10次心理咨询中,蛤蟆在咨询师苍鹭的带领下,勇敢地探索了自己的内心世界,也逐渐找回了信心与希望","2020","2025-04-21 01:51:19","2025-04-21 01:51:19","","","","","","","","蛤蟆先生去看心理医生 = Counselling for toads","","","","","天津人民出版社","Tianjin","chi","","","","","Open WorldCat","","OCLC: 1243207358","","","","","","","","","陈赢","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLJWK5YD","book","2020","(清)冒襄著 ; 关熙潮主编.; (清) 冒襄, 1611-1693; 关熙潮.","影梅庵忆语","","978-7-205-09863-6","","","","本书是明末清初著名文人冒襄追忆他和其妾秦淮名姝董小宛的爱情故事的一部散文小品,全文分四卷：第一卷记叙了作者与董小宛从相识到相爱到终成眷属的全过程；第二卷写他们在爱情生活中那些如诗如画的生活片断；第三卷写甲申之变后他们流离失所经历的种种艰险困苦；第四卷有一些梦幻色彩,用一种宿命的观点去解释他们的姻缘","2020","2025-04-21 01:51:31","2025-04-21 01:51:31","","","","","","","","","","","","","辽宁人民出版社","Shen yang","chi","","","","","Open WorldCat","","OCLC: 1453879272","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5QDU9KVG","book","2021","(日)三岛由纪夫著 ; 陈德文译.; (日) 三岛由纪夫, (1925-1970); 陈德文.","丰饶之海. 二, 奔马","","978-7-205-10063-6","","","","""我为幻想而生,以幻想为目标而行动,也因幻想而受到惩罚......我很希望获得不是幻想的东西。""小说通篇以前一卷主人公松枝清显""转生""饭沼勋为轴心构思故事。1932年,本多繁邦已38岁,仕途顺遂,距离挚友松枝清显逝去,已经过了19年。转生少年--19岁的勋是一名日本剑道高手,这名朝气蓬勃的年轻人内心深处极端仇视当时的日本社会,憎恶由财界巨头组成的资本家集团；醉心于复兴天皇威名,以《神风连史话》为人生理想,欲赴死来拯救日本于""危难""","2021","2025-04-21 01:51:33","2025-04-21 01:51:33","","","","","","","","","","","","","辽宁人民出版社 ; 广西师范大学出版社","Shen yang, Gui lin","chi","","","","","Open WorldCat","","OCLC: 1453887853","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJKBCYGX","book","2021","(日)三岛由纪夫著 ; 陈德文译.; (日) 三岛由纪夫, (1925-1970); 陈德文.","丰饶之海. 四, 天人五衰","","978-7-205-10070-4","","","","""八十岁的老人同二十岁的青年,或许正在进行一场你死我活的肉搏战。""1970年,76岁的本多收养了在港口做信号员的俊美少年安永透,这名少年同样被本多认作是清显的转生。收为养子的透在考入大学以后,冷酷凶残的一面展露出来,对本多百般凌辱。本多的好友庆子向透全盘托出本多为何收养他的秘密。透发现自己只是他人转世之身,并不是能自由选择命运的人后,服毒自杀","2021","2025-04-21 01:51:45","2025-04-21 01:51:45","","","","","","","","","","","","","辽宁人民出版社 ; 广西师范大学出版社","Shen yang, Gui lin","chi","","","","","Open WorldCat","","OCLC: 1453888077","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YHSLIT9B","book","2022","翟永明著.; 翟永明, 1955- author","全沉浸末日脚本","","978-7-205-10306-4","","","","","2022","2025-04-21 01:51:57","2025-04-21 01:51:57","","","","","","","","","","","","","辽宁人民出版社 ; 广西师范大学出版社","Shenyang, Guilin","chi","","","","","Open WorldCat","","OCLC: 1348132098","","","","","","","","","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9LX4YXU","book","2008","Kyōgoku, Natsuhiko; Kyōgoku, Natsuhiko","Gu huo niao zhi xia","","978-7-208-07792-8","","","","","2008","2025-04-21 01:52:08","2025-04-21 01:52:08","","","526","","","","","","Jing ji Xia yan zuo pin","01","","","Shang hai ren min chu ban she","Shang hai","chi","","","","","K10plus ISBN","","","","","","","","","","Lin, Zheyi","","","","","","","","","","","","","","","","","Di 1 ban","","","","","","","","","","","","","","","","","","","","","","","","","",""
